Date,ExpDate,Strike,CallBid,CallAsk,CallPrice,CallVolume,CallOI,PutBid,PutAsk,PutPrice,PutVolume,PutOI
2025-09-03,2025-09-10,6405,78.8,79.2,68.62,8,52,31.4,31.7,40.9,6,14
2025-09-03,2025-09-10,6410,75.2,75.6,75.76,8,59,32.8,33.1,35.1,28,53
2025-09-03,2025-09-10,6415,71.7,72.1,60,4,57,34.2,34.6,44.12,11,15
2025-09-03,2025-09-10,6420,68.2,68.6,64,15,41,35.7,36.1,42.24,11,45
2025-09-03,2025-09-10,6425,64.7,65.1,59.33,24,232,37.3,37.6,36.87,388,78
2025-09-03,2025-09-10,6430,61.4,61.8,47.87,34,87,38.9,39.3,51.94,113,131
2025-09-03,2025-09-10,6435,58,58.5,44.95,163,52,40.6,41,43.22,18,17
2025-09-03,2025-09-10,6440,54.9,55.3,55.66,234,92,42.4,42.8,45.23,17,34
2025-09-03,2025-09-10,6445,51.7,52.1,51.6,11,27,44.3,44.6,53.75,74,99
2025-09-03,2025-09-10,6450,48.7,49.1,49.53,376,355,46.2,46.5,49.2,49,316
2025-09-03,2025-09-10,6455,45.7,46.1,39.65,13,40,48.2,48.5,53.8,65,88
2025-09-03,2025-09-10,6460,42.8,43.2,39.12,28,75,50.3,50.7,79.83,0,134
2025-09-03,2025-09-10,6465,40,40.3,36.02,18,58,52.5,52.8,62.04,1,70
2025-09-03,2025-09-10,6470,37.3,37.6,26.93,20,196,54.6,55.1,66.6,13,119
2025-09-03,2025-09-10,6475,34.7,35,30.65,39,630,57,57.5,67.72,49,229
2025-09-03,2025-09-10,6480,32.2,32.5,24.91,48,114,59.5,60,70,16,19
2025-09-03,2025-09-10,6485,29.7,30,26.82,24,68,62.1,62.5,75.88,2,64
2025-09-03,2025-09-10,6490,27.4,27.8,27.71,11,94,64.8,65.3,77.37,8,52
2025-09-03,2025-09-10,6495,25.2,25.5,20.95,34,67,67.6,68,74.63,1,13
2025-09-03,2025-09-10,6500,23.1,23.5,20.13,248,923,68.6,72.7,82.78,8,593
2025-09-03,2025-09-10,6505,21.1,21.4,18.33,20,89,71.6,75.5,72.9,0,23
2025-09-03,2025-09-10,6510,19.2,19.6,15.65,25,102,74.8,78.5,78.49,0,8
2025-09-03,2025-09-10,6515,17.4,17.8,17.99,74,23,77.8,81.8,131.31,0,21
2025-09-03,2025-09-10,6520,15.8,16.2,11.4,61,106,80.9,85,93.42,5,17
2025-09-03,2025-09-10,6525,14.2,14.5,13.06,335,113,84.7,88.8,146.8,0,4
2025-09-03,2025-09-10,6530,12.8,13.1,8.6,25,89,88.3,92.4,57,0,29
2025-09-03,2025-09-10,6535,11.4,11.7,10.15,12,10,91.6,95.7,159.12,0,423
2025-09-03,2025-09-10,6540,10.2,10.5,9.18,28,121,95.7,99.4,170.17,0,415
2025-09-03,2025-09-10,6545,9.1,9.3,9.44,12,44,99.6,103.5,125.12,3,3
2025-09-03,2025-09-10,6550,8,8.3,7.45,66,195,103.4,107.5,104.41,2,3
2025-09-03,2025-09-10,6555,7.1,7.3,5.2,81,19,107.4,111.3,0,0,0
2025-09-03,2025-09-10,6560,6.2,6.5,4.86,33,102,111.3,115.4,115.1,0,1
2025-09-03,2025-09-10,6565,5.4,5.6,4.7,114,284,115.9,119.6,141.02,8,3
2025-09-03,2025-09-10,6570,4.7,5,2.63,20,125,120.1,124.1,145.62,3,3
2025-09-03,2025-09-10,6575,4.1,4.3,2.75,121,163,124.4,128.5,96.12,0,1
2025-09-03,2025-09-10,6580,3.5,3.7,3.62,81,222,128.6,132.7,0,0,0
2025-09-03,2025-09-10,6585,3,3.3,3.2,36,24,133.1,137.2,0,0,0
2025-09-03,2025-09-10,6590,2.65,2.75,1.35,117,117,137.9,141.7,0,0,0
2025-09-03,2025-09-10,6595,2.25,2.4,1.2,98,7,142.5,146.6,0,0,0
2025-09-03,2025-09-10,6600,1.9,2.05,1.61,346,562,147.2,151.3,147.33,1,1
2025-09-03,2025-09-10,6605,1.6,1.75,1.1,138,17,148,159.1,0,0,0
2025-09-03,2025-09-10,6610,1.35,1.5,0.88,292,43,152.7,163.9,0,0,0
2025-09-03,2025-09-10,6615,1.15,1.25,0.55,36,50,157.4,168.6,0,0,0
2025-09-03,2025-09-10,6620,0.95,1.1,0.45,278,275,162.4,173.7,0,0,0
2025-09-03,2025-09-10,6625,0.8,0.95,0.47,90,216,167.1,178.3,0,0,0
2025-09-03,2025-09-10,6630,0.7,0.8,0.35,33,41,172,183.2,0,0,0
2025-09-03,2025-09-10,6640,0.5,0.6,0.31,97,35,181,193.1,0,0,0
2025-09-03,2025-09-10,6650,0.35,0.45,0.25,87,324,190.8,202.9,0,0,0
2025-09-03,2025-09-10,6660,0.25,0.35,0.25,18,49,200.8,212.9,0,0,0
2025-09-03,2025-09-10,6670,0.15,0.3,0.25,16,64,209.9,226.2,0,0,0
2025-09-03,2025-09-10,6675,0.15,0.25,0.3,6,541,214.1,230.3,0,0,0
2025-09-03,2025-09-10,6680,0.1,0.25,0.8,0,3,219.3,235.3,0,0,0
2025-09-03,2025-09-10,6690,0.1,0.2,0.3,16,17,229.2,246.4,0,0,0
2025-09-03,2025-09-10,6700,0.1,0.15,0.15,3,160,239.1,255.2,233.5,0,1
2025-09-03,2025-09-10,6725,0.05,0.15,0.16,2,79,262.5,280.2,0,0,0
2025-09-03,2025-09-10,6750,0.05,0.15,0.62,0,38,289,306.3,0,0,0
2025-09-03,2025-09-10,6775,0,0.15,0.1,2,48,314,330.1,0,0,0
2025-09-03,2025-09-10,6800,0,0.1,0.05,0,125,338.9,355.1,0,0,0
2025-09-03,2025-09-10,6825,0,0.1,0.35,0,13,363.9,381.2,0,0,0
2025-09-03,2025-09-10,6850,0,0.1,0.05,12,10,388.9,405,0,0,0
2025-09-03,2025-09-10,6875,0,0.1,0.05,14,1,413.8,430,0,0,0
2025-09-03,2025-09-10,6900,0,0.1,0.09,0,4,438.8,456.1,439.8,0,0
2025-09-03,2025-09-10,6925,0,0.1,0.2,0,7,464.3,479.9,0,0,0
2025-09-03,2025-09-10,6950,0,0.1,0,0,0,488.8,504.9,0,0,0
2025-09-03,2025-09-10,7000,0,0.1,0.1,0,5,539.1,554.8,538.87,0,0
2025-09-03,2025-09-10,7100,0,0.1,0.05,4,10,638.7,654.7,0,0,0
2025-09-03,2025-09-10,7200,0,0.1,0.25,0,6,738.5,755.7,0,0,0
2025-09-03,2025-09-10,7400,0,0.05,0,0,0,938.3,954.4,0,0,0
2025-09-03,2025-09-10,7600,0,0.05,0,0,0,1138.1,1154.1,0,0,0
2025-09-03,2025-09-10,7800,0,0.05,0,0,0,1337.9,1353.9,0,0,0
2025-09-03,2025-09-10,8000,0,0.05,0.05,0,1,1537.7,1554.9,0,0,0
2025-09-03,2025-09-10,8200,0,0.05,0,0,0,1737.5,1753.5,0,0,0
2025-09-03,2025-09-10,8400,0,0.05,0,0,0,1937.9,1953.3,0,0,0
2025-09-03,2025-09-12,2000,4440.2,4457,0,0,0,0,0.05,0,0,0
2025-09-03,2025-09-12,2200,4240.9,4258.8,0,0,0,0,0.05,0,0,0
2025-09-03,2025-09-12,2400,4041.2,4057.4,0,0,0,0,0.05,0,0,0
2025-09-03,2025-09-12,2600,3841.5,3857.5,0,0,0,0,0.05,0.05,0,204
2025-09-03,2025-09-12,2800,3641.8,3658,0,0,0,0,0.05,0.15,0,2
2025-09-03,2025-09-12,3000,3442.1,3458.2,0,0,0,0,0.05,0.1,0,8
2025-09-03,2025-09-12,3200,3242.4,3258.5,0,0,0,0,0.05,0.05,0,166
2025-09-03,2025-09-12,3400,3042.7,3058.8,0,0,0,0,0.05,0.25,0,143
2025-09-03,2025-09-12,3600,2843,2858.9,0,0,0,0,0.05,0.05,0,229
2025-09-03,2025-09-12,3800,2643.2,2659.2,0,0,0,0,0.05,0.1,0,248
2025-09-03,2025-09-12,4000,2443.5,2459.7,2464.15,0,405,0,0.1,0.05,115,863
2025-09-03,2025-09-12,4200,2243.8,2260,0,0,0,0.05,0.1,0.1,1,1623
2025-09-03,2025-09-12,4400,2044.2,2060.3,0,0,0,0,0.1,0.1,1085,2202
2025-09-03,2025-09-12,4600,1844.5,1860.4,1869.67,0,1,0.05,0.15,0.2,38,442
2025-09-03,2025-09-12,4700,1743.5,1760.7,0,0,0,0.1,0.15,0.5,0,1530
2025-09-03,2025-09-12,4800,1644.8,1660.8,1707.56,0,16,0.15,0.2,0.15,37,893
2025-09-03,2025-09-12,4900,1545,1561.2,0,0,0,0.15,0.25,0.25,1,3015
2025-09-03,2025-09-12,5000,1445.2,1461.3,1425.42,400,3155,0.2,0.3,0.25,1434,11774
2025-09-03,2025-09-12,5050,1395.3,1413,0,0,0,0.2,0.3,0.3,11,430
2025-09-03,2025-09-12,5100,1345.4,1363.1,1371.98,0,2,0.25,0.35,0.4,30,1298
2025-09-03,2025-09-12,5150,1295.5,1311.6,1254.27,0,9,0.3,0.4,0.49,84,542
2025-09-03,2025-09-12,5200,1245.6,1261.7,1272.7,0,2,0.3,0.4,0.36,51,3416
2025-09-03,2025-09-12,5250,1195.7,1212,1206.53,0,1,0.35,0.45,0.6,1515,68344
2025-09-03,2025-09-12,5275,1170.8,1186.4,0,0,0,0.4,0.5,0,0,0
2025-09-03,2025-09-12,5300,1145.9,1164,1164.44,0,2,0.4,0.5,0.5,65,68833
2025-09-03,2025-09-12,5325,1120.9,1136.5,0,0,0,0.45,0.55,0.65,1,166
2025-09-03,2025-09-12,5350,1096,1113.7,0,0,0,0.45,0.55,0.65,316,10470
2025-09-03,2025-09-12,5375,1071,1088.7,0,0,0,0.5,0.6,0.7,2,188
2025-09-03,2025-09-12,5400,1046.1,1063.7,1087.67,0,4,0.55,0.6,0.55,299,2922
2025-09-03,2025-09-12,5425,1020.7,1037.2,1062.77,0,1,0.55,0.65,1.4,0,302
2025-09-03,2025-09-12,5450,996.2,1013.9,1018.63,0,4,0.6,0.7,1.99,0,379
2025-09-03,2025-09-12,5475,971.3,987.6,873.06,0,0,0.6,0.7,1,18,592
2025-09-03,2025-09-12,5500,946.4,962.7,925.25,0,81,0.65,0.75,0.67,410,2766
2025-09-03,2025-09-12,5525,921.4,939.5,890.89,0,2,0.65,0.75,1,3,135
2025-09-03,2025-09-12,5550,896.5,914.1,896.32,2,1,0.7,0.8,1.05,8,447
2025-09-03,2025-09-12,5575,871.6,889.3,826.08,0,3,0.75,0.85,1.2,1,236
2025-09-03,2025-09-12,5600,846.2,864.3,853.75,0,11,0.8,0.9,0.84,1065,2206
2025-09-03,2025-09-12,5625,821.7,837.9,0,0,0,0.8,0.9,1.1,23,282
2025-09-03,2025-09-12,5650,796.8,814.5,822.05,0,6,0.85,0.95,1.25,39,1017
2025-09-03,2025-09-12,5675,771.9,789.5,797.25,0,6,0.9,1,1.25,8,104
2025-09-03,2025-09-12,5700,747,764.6,790.39,0,1,1,1.05,1.05,151,1412
2025-09-03,2025-09-12,5725,721.6,739.7,728.73,1,3,1.05,1.1,1.15,42,691
2025-09-03,2025-09-12,5750,696.7,714.8,711.15,0,1,1.1,1.2,1.2,51,742
2025-09-03,2025-09-12,5775,672.3,689.9,654.7,1,0,1.15,1.25,3.02,0,269
2025-09-03,2025-09-12,5780,667.3,685.4,0,0,0,1.2,1.25,1.65,13,0
2025-09-03,2025-09-12,5790,657.4,675.5,0,0,0,1.2,1.3,1.7,22,0
2025-09-03,2025-09-12,5800,647.4,665.5,0,0,0,1.25,1.35,1.35,293,2579
2025-09-03,2025-09-12,5810,637.4,655.5,0,0,225,1.25,1.35,1.35,40,6
2025-09-03,2025-09-12,5820,627.5,645.6,0,0,0,1.3,1.4,2.65,0,29
2025-09-03,2025-09-12,5825,622.5,640.1,0,0,0,1.3,1.4,1.7,4,689
2025-09-03,2025-09-12,5830,617.5,635.1,0,0,0,1.35,1.45,2.7,0,79
2025-09-03,2025-09-12,5840,607.6,625.7,0,0,0,1.35,1.45,4.4,0,47
2025-09-03,2025-09-12,5850,597.6,615.4,615.16,0,4,1.4,1.5,1.52,118,755
2025-09-03,2025-09-12,5860,587.7,605.2,0,0,0,1.45,1.55,1.6,56,14
2025-09-03,2025-09-12,5870,577.7,595.4,0,0,0,1.5,1.6,5.46,0,118
2025-09-03,2025-09-12,5875,572.8,590.4,0,0,0,1.5,1.6,1.55,91,3599
2025-09-03,2025-09-12,5880,567.8,585.9,0,0,0,1.5,1.6,2.05,56,798
2025-09-03,2025-09-12,5890,557.8,574,526.78,0,20,1.55,1.65,1.7,1,952
2025-09-03,2025-09-12,5900,547.9,565.7,490.82,0,26,1.6,1.7,1.72,49,4120
2025-09-03,2025-09-12,5910,538,555.7,480.89,0,3,1.65,1.75,2.15,106,237
2025-09-03,2025-09-12,5920,528,545.8,0,0,0,1.7,1.8,2.1,47,70
2025-09-03,2025-09-12,5925,523.1,540.9,501.37,0,0,1.7,1.85,2.1,55,338
2025-09-03,2025-09-12,5930,518.1,535.8,0,0,200,1.75,1.85,2.25,12,115
2025-09-03,2025-09-12,5940,512.2,521.9,0,0,0,1.8,1.9,2.32,4,137
2025-09-03,2025-09-12,5950,502.7,511.9,477.77,0,0,1.85,1.95,1.95,77,1273
2025-09-03,2025-09-12,5960,492.1,503.4,507.3,0,5,1.9,2.05,4.84,0,101
2025-09-03,2025-09-12,5970,482.2,493.1,496.44,0,4,2,2.1,2.55,3,126
2025-09-03,2025-09-12,5975,477.3,488.1,0,0,0,2,2.15,2.64,23,467
2025-09-03,2025-09-12,5980,472.3,483.1,0,0,4,2.05,2.15,2.45,1,151
2025-09-03,2025-09-12,5990,462.2,473.3,0,0,0,2.1,2.25,2.72,4,562
2025-09-03,2025-09-12,6000,453.1,462.6,429.47,400,2760,2.2,2.3,2.25,498,3525
2025-09-03,2025-09-12,6010,442.4,453.8,493.21,0,15,2.25,2.4,2.7,9,107
2025-09-03,2025-09-12,6020,432.7,443.5,0,0,0,2.35,2.5,7.86,0,44
2025-09-03,2025-09-12,6025,427.6,438.6,414.31,1,1,2.4,2.5,3.25,9,213
2025-09-03,2025-09-12,6030,422.8,434,402.11,3,3,2.45,2.55,3.4,4,61
2025-09-03,2025-09-12,6040,412.8,424.1,377.57,0,3,2.55,2.65,4.98,0,65
2025-09-03,2025-09-12,6050,403.7,413.1,453.67,0,4,2.65,2.8,3.33,393,850
2025-09-03,2025-09-12,6060,393.1,404,365.79,0,1,2.8,2.9,3.64,32,82
2025-09-03,2025-09-12,6070,383.2,394.2,403.91,0,1,2.9,3.1,3.35,31,116
2025-09-03,2025-09-12,6075,378.1,389.2,394.3,0,9,3,3.1,3.2,56,394
2025-09-03,2025-09-12,6080,373.4,384.6,429.29,0,1,3,3.2,3.48,21,162
2025-09-03,2025-09-12,6090,363.6,374.8,419.53,0,152,3.2,3.4,4.32,14,568
2025-09-03,2025-09-12,6100,354.7,363.8,333.91,3,38,3.4,3.5,3.6,378,1768
2025-09-03,2025-09-12,6110,344.1,355.1,383.47,0,43,3.6,3.7,4.87,65,420
2025-09-03,2025-09-12,6120,334.3,345.3,356.94,0,1,3.8,3.9,5.2,44,442
2025-09-03,2025-09-12,6125,329.5,340.4,366.64,0,41,3.9,4,5.08,127,1701
2025-09-03,2025-09-12,6130,324.4,335.6,348.15,0,1,4,4.2,5.22,23,1023
2025-09-03,2025-09-12,6140,317,321,335.68,0,1,4.3,4.4,6.2,104,563
2025-09-03,2025-09-12,6150,307.2,311.3,323.45,0,39,4.6,4.7,4.9,152,904
2025-09-03,2025-09-12,6160,297.5,301.6,346.69,0,0,4.9,5,6.2,9,572
2025-09-03,2025-09-12,6165,292.8,296.8,0,0,0,5.1,5.2,7.7,22,0
2025-09-03,2025-09-12,6170,287.9,292,308.79,0,37,5.3,5.4,6.4,25,418
2025-09-03,2025-09-12,6175,283.2,287.2,232.9,0,173,5.4,5.6,7.76,38,935
2025-09-03,2025-09-12,6180,278.3,282.4,270.18,0,64,5.6,5.8,5.5,89,1444
2025-09-03,2025-09-12,6185,273.6,277.7,285,0,8,5.9,6,7.3,43,266
2025-09-03,2025-09-12,6190,269.1,272.8,222.56,0,15,6.1,6.2,6,50,315
2025-09-03,2025-09-12,6195,264.3,268.1,0,0,0,6.3,6.5,6.8,41,52
2025-09-03,2025-09-12,6200,259.2,263.3,253.87,4,119,6.6,6.7,6.49,279,3071
2025-09-03,2025-09-12,6205,254.6,258.6,206.47,0,3,6.8,7,7.2,60,76
2025-09-03,2025-09-12,6210,250.1,254.2,245.09,9,12,7.1,7.2,7.7,63,338
2025-09-03,2025-09-12,6215,245.2,249.1,260.26,0,1,7.3,7.5,7.3,77,148
2025-09-03,2025-09-12,6220,240.5,244.5,218.6,1,11,7.6,7.8,8.1,89,314
2025-09-03,2025-09-12,6225,235.8,239.8,254.33,0,31,8,8.1,7.91,116,723
2025-09-03,2025-09-12,6230,231.1,235.1,275.4,0,13,8.3,8.5,8.3,65,218
2025-09-03,2025-09-12,6235,226.7,230.4,241.51,0,10,8.6,8.8,9.1,11,98
2025-09-03,2025-09-12,6240,221.7,225.8,181.57,0,45,9,9.2,12.98,65,388
2025-09-03,2025-09-12,6245,217.2,221.3,0,0,0,9.3,9.5,9.9,51,182
2025-09-03,2025-09-12,6250,212.6,216.6,210.8,22,108,9.7,9.9,9.62,288,1272
2025-09-03,2025-09-12,6255,208.2,212.1,252.26,0,9,10.1,10.3,10.8,18,83
2025-09-03,2025-09-12,6260,203.3,207.4,251.16,0,66,10.5,10.8,12.59,33,894
2025-09-03,2025-09-12,6265,198.9,202.9,217.38,0,1,11,11.2,15.97,18,199
2025-09-03,2025-09-12,6270,194.3,198.4,152.86,0,16,11.4,11.7,12.72,4,159
2025-09-03,2025-09-12,6275,189.8,193.8,163.57,0,48,11.9,12.1,11.78,87,568
2025-09-03,2025-09-12,6280,185.3,189.3,164,4,31,12.4,12.6,16.1,33,211
2025-09-03,2025-09-12,6285,181.1,184.9,228.31,0,15,12.9,13.2,14.06,34,129
2025-09-03,2025-09-12,6290,176.3,180.4,131.17,0,32,13.5,13.7,13.6,73,323
2025-09-03,2025-09-12,6295,172,176.1,119.15,0,22,14,14.3,14.15,41,1661
2025-09-03,2025-09-12,6300,167.8,171.7,154,2,227,14.6,14.9,14.4,373,2828
2025-09-03,2025-09-12,6305,163.2,167.2,116.1,0,24,15.2,15.5,16.15,47,228
2025-09-03,2025-09-12,6310,158.7,162.8,157.47,8,88,15.9,16.1,16.45,141,505
2025-09-03,2025-09-12,6315,154.4,158.5,129.8,0,6,16.5,16.8,17.87,53,247
2025-09-03,2025-09-12,6320,150.1,154.2,131.02,3,187,17.2,17.5,17.85,82,441
2025-09-03,2025-09-12,6325,146.1,149.9,137.68,5,154,17.9,18.2,21.35,339,1260
2025-09-03,2025-09-12,6330,141.6,145.7,129.85,2,64,18.7,19,18.75,135,345
2025-09-03,2025-09-12,6335,137.3,141.4,117.8,4,35,19.5,19.7,25.25,56,225
2025-09-03,2025-09-12,6340,133.6,137.7,103,0,43,20.3,20.5,26.11,136,417
2025-09-03,2025-09-12,6345,129.3,133.4,93.79,0,23,21.1,21.4,22.31,216,170
2025-09-03,2025-09-12,6350,125.3,129.4,108.82,10,169,22,22.2,22,1035,2187
2025-09-03,2025-09-12,6355,121.2,125.2,105.72,0,16,22.9,23.1,22.93,72,223
2025-09-03,2025-09-12,6360,117,120.9,115,4,123,23.8,24.1,23.78,149,699
2025-09-03,2025-09-12,6365,113.1,117.1,94.97,0,42,24.8,25.1,27.2,94,264
2025-09-03,2025-09-12,6370,109.1,113.2,93.41,9,147,25.8,26.1,27.07,573,686
2025-09-03,2025-09-12,6375,104.9,109,101.87,62,202,26.8,27.1,26.74,2043,2085
2025-09-03,2025-09-12,6380,102.6,103,104.86,1,147,27.9,28.2,29,273,586
2025-09-03,2025-09-12,6385,98.7,99.1,97.33,21,30,29,29.3,28.9,166,179
2025-09-03,2025-09-12,6390,94.9,95.3,93.53,21,282,30.2,30.5,30,235,561
2025-09-03,2025-09-12,6395,91.1,91.5,86.5,24,107,31.4,31.7,33.22,59,166
2025-09-03,2025-09-12,6400,87.4,87.8,88.03,134,901,32.7,33,32.7,539,1710
2025-09-03,2025-09-12,6405,83.7,84.1,80.12,48,88,34,34.3,33.89,275,159
2025-09-03,2025-09-12,6410,80.1,80.5,75.55,10,161,35.4,35.7,38.78,85,390
2025-09-03,2025-09-12,6415,76.5,76.9,73.64,52,83,36.8,37.1,38.6,145,219
2025-09-03,2025-09-12,6420,73,73.4,73.58,156,101,38.3,38.6,40.83,134,540
2025-09-03,2025-09-12,6425,69.6,69.9,66.37,72,280,39.8,40.1,41.96,891,1327
2025-09-03,2025-09-12,6430,66.2,66.5,66.4,65,152,41.4,41.7,41.1,3109,3662
2025-09-03,2025-09-12,6435,62.8,63.2,56,135,35,43,43.4,45.5,167,1076
2025-09-03,2025-09-12,6440,59.6,59.9,58.83,320,262,44.8,45.1,46.96,741,483
2025-09-03,2025-09-12,6445,56.4,56.8,56,114,138,46.6,46.9,60.26,34,158
2025-09-03,2025-09-12,6450,53.3,53.6,53.6,369,1206,48.4,48.8,48.5,386,1360
2025-09-03,2025-09-12,6455,50.3,50.6,47.13,348,339,50.4,50.7,53.86,122,233
2025-09-03,2025-09-12,6460,47.3,47.6,45.18,119,598,52.4,52.8,53.53,105,476
2025-09-03,2025-09-12,6465,44.5,44.8,41.52,41,279,54.5,54.9,57.8,58,162
2025-09-03,2025-09-12,6470,41.7,42,41.48,49,490,56.8,57.1,71.63,409,1147
2025-09-03,2025-09-12,6475,39,39.3,39.8,150,977,59,59.4,73.22,1523,2089
2025-09-03,2025-09-12,6480,36.4,36.6,36.25,135,624,61.4,61.8,79.66,105,550
2025-09-03,2025-09-12,6485,33.8,34.1,33.75,57,162,63.8,64.3,64.2,2,101
2025-09-03,2025-09-12,6490,31.4,31.7,32.12,238,451,66.4,66.9,65.92,28,382
2025-09-03,2025-09-12,6495,29.1,29.4,29.82,93,90,69.1,69.7,68.58,2,58
2025-09-03,2025-09-12,6500,26.9,27.2,27.01,1062,3649,71.9,72.4,72.26,365,2031
2025-09-03,2025-09-12,6505,24.8,25.1,25.05,144,154,72.5,76.6,73.78,56,136
2025-09-03,2025-09-12,6510,22.8,23.1,22,215,844,75.5,79.6,98.55,8,70
2025-09-03,2025-09-12,6515,20.9,21.2,19.6,153,243,79,83,100.34,24,41
2025-09-03,2025-09-12,6520,19.1,19.4,19.15,147,408,82.2,86.2,106,4,54
2025-09-03,2025-09-12,6525,17.4,17.7,16.49,127,2656,85.5,89.6,95.12,1,46
2025-09-03,2025-09-12,6530,15.8,16.1,16.07,182,305,88.5,92.6,112,8,39
2025-09-03,2025-09-12,6535,14.3,14.6,14.57,74,67,92.1,96.2,111.68,2,5
2025-09-03,2025-09-12,6540,12.9,13.2,12.94,141,2642,95.6,99.7,118.86,4,79
2025-09-03,2025-09-12,6545,11.6,11.9,11.66,101,232,99.3,103.4,112.71,21,25
2025-09-03,2025-09-12,6550,10.4,10.7,10.79,350,2700,103.3,107.4,112.05,2,102
2025-09-03,2025-09-12,6555,9.3,9.6,9.6,206,152,107.3,111,121.61,1,6
2025-09-03,2025-09-12,6560,8.3,8.5,8.4,174,1066,111.1,115.2,153.18,0,51
2025-09-03,2025-09-12,6565,7.4,7.6,7.25,209,428,115.4,119,141.67,3,1
2025-09-03,2025-09-12,6570,6.5,6.8,6.11,185,485,119.4,123.2,142.81,0,1
2025-09-03,2025-09-12,6575,5.8,6,4.94,665,917,123.3,127.4,124.6,7,8
2025-09-03,2025-09-12,6580,5.1,5.2,4.5,121,659,127.6,131.7,128.9,13,27
2025-09-03,2025-09-12,6585,4.4,4.7,3.9,73,86,132,136.1,210,0,1
2025-09-03,2025-09-12,6590,3.9,4,3.46,370,876,136.7,140.5,195,0,41
2025-09-03,2025-09-12,6595,3.4,3.5,3.5,116,123,141.3,145,103.08,0,0
2025-09-03,2025-09-12,6600,2.95,3.1,2.78,840,1935,145.7,149.8,171.9,11,91
2025-09-03,2025-09-12,6605,2.55,2.7,2.35,52,52,150.3,154.4,0,0,0
2025-09-03,2025-09-12,6610,2.2,2.35,1.95,150,672,154.7,158.8,200.49,0,59
2025-09-03,2025-09-12,6615,1.9,2.05,1,131,87,159.7,163.5,0,0,0
2025-09-03,2025-09-12,6620,1.65,1.8,1.7,88,726,160.6,171.6,0,0,0
2025-09-03,2025-09-12,6625,1.4,1.55,0.75,238,1773,165.4,176.4,187.3,1,1
2025-09-03,2025-09-12,6630,1.2,1.35,0.95,51,1233,170.1,181.1,0,0,0
2025-09-03,2025-09-12,6640,0.9,1,0.7,73,757,179.8,190.8,0,0,0
2025-09-03,2025-09-12,6650,0.65,0.75,0.67,139,1217,191.1,199.3,211.75,1,6
2025-09-03,2025-09-12,6660,0.5,0.6,0.25,38,311,198.5,210.6,166.87,0,7
2025-09-03,2025-09-12,6670,0.35,0.45,0.2,76,131,209.1,220.9,156.52,0,4
2025-09-03,2025-09-12,6675,0.3,0.4,0.35,52,1978,211.9,227.9,185.07,0,1
2025-09-03,2025-09-12,6680,0.3,0.35,0.3,23,372,217.6,232.8,0,0,0
2025-09-03,2025-09-12,6690,0.2,0.3,0.48,0,235,227.5,242.8,0,0,0
2025-09-03,2025-09-12,6700,0.15,0.25,0.15,7,997,236.9,253.9,220.68,0,1
2025-09-03,2025-09-12,6710,0.1,0.2,0.15,1,338,246.7,262.7,0,0,0
2025-09-03,2025-09-12,6720,0.1,0.2,0.15,2,33,256.6,272.7,0,0,0
2025-09-03,2025-09-12,6725,0.1,0.2,0.15,9,856,261.7,278.8,0,0,0
2025-09-03,2025-09-12,6730,0.1,0.2,1.55,0,62,266.8,283.8,0,0,0
2025-09-03,2025-09-12,6740,0.1,0.15,0.15,0,70,276.5,292.6,0,0,0
2025-09-03,2025-09-12,6750,0.1,0.15,0.12,105,901,286.6,302.6,0,0,0
2025-09-03,2025-09-12,6760,0.05,0.15,0.1,21,73,297.3,312.6,0,0,0
2025-09-03,2025-09-12,6770,0.05,0.15,0.15,42,15,307.1,322.6,0,0,0
2025-09-03,2025-09-12,6775,0.05,0.15,0.1,129,449,311.7,328.7,0,0,0
2025-09-03,2025-09-12,6780,0.05,0.15,0.1,4,1,316.7,332.6,0,0,0
2025-09-03,2025-09-12,6790,0.05,0.15,0.1,30,29,326.5,342.5,0,0,0
2025-09-03,2025-09-12,6800,0.05,0.15,0.1,43,569,336.7,352.5,413.72,0,0
2025-09-03,2025-09-12,6810,0,0.15,0.1,4,52,347.2,362.5,0,0,0
2025-09-03,2025-09-12,6820,0,0.15,0.2,0,15,356.5,372.5,0,0,0
2025-09-03,2025-09-12,6825,0,0.1,0.05,0,95,361.6,377.5,0,0,0
2025-09-03,2025-09-12,6850,0,0.1,0.08,3,623,386.6,402.4,352.7,0,1
2025-09-03,2025-09-12,6875,0,0.1,0.12,0,196,411.5,427.4,0,0,0
2025-09-03,2025-09-12,6900,0,0.1,0.05,1,427,436.5,452.4,437.65,0,0
2025-09-03,2025-09-12,6925,0,0.1,0.2,0,30,462,477.3,0,0,0
2025-09-03,2025-09-12,6950,0,0.1,0.05,3,71,486.4,502.3,0,0,0
2025-09-03,2025-09-12,6975,0,0.1,0.2,0,35,511.2,527.2,0,0,0
2025-09-03,2025-09-12,7000,0,0.1,0.1,0,75,536.2,552.2,537.25,0,1
2025-09-03,2025-09-12,7025,0,0.1,0.1,0,61,561.1,577.2,0,0,0
2025-09-03,2025-09-12,7050,0,0.1,0.2,0,64,586,602.6,0,0,0
2025-09-03,2025-09-12,7075,0,0.1,0,0,0,609.6,627.1,0,0,0
2025-09-03,2025-09-12,7100,0,0.1,0.05,0,168,636.2,652,0,0,0
2025-09-03,2025-09-12,7150,0,0.1,0,0,0,684.5,702,0,0,0
